"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"LVA","Latvia","T","Total","0_4","0 to 4","2017","2017",107349,,
"LVA","Latvia","T","Total","0_4","0 to 4","2018","2018",106947,,
"LVA","Latvia","T","Total","0_4","0 to 4","2019","2019",104616,,
"LVA","Latvia","T","Total","0_4","0 to 4","2020","2020",100728,,
"LVA","Latvia","T","Total","0_4","0 to 4","2021","2021",96094,,
"LVA","Latvia","T","Total","0_4","0 to 4","2022","2022",92018,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1980","1980",127223,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1981","1981",127618,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1982","1982",128540,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1983","1983",130666,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1984","1984",133308,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1985","1985",136078,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1986","1986",139706,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1987","1987",142978,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1988","1988",144482,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1989","1989",143842,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1990","1990",141788,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1991","1991",139165,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1992","1992",135872,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1993","1993",131251,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1994","1994",125147,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1995","1995",118096,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1996","1996",110530,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1997","1997",102875,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1998","1998",96609,,
"LTU","Lithuania","W","Women","0_4","0 to 4","1999","1999",92774,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2000","2000",89502,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2001","2001",85649,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2002","2002",81714,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2003","2003",78155,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2004","2004",74887,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2005","2005",71971,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2006","2006",70343,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2007","2007",70097,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2008","2008",70636,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2009","2009",71552,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2010","2010",72053,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2011","2011",72278,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2012","2012",73013,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2013","2013",73612,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2014","2014",73541,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2015","2015",73573,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2016","2016",73574,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2017","2017",72886,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2018","2018",72091,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2019","2019",71267,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2020","2020",69354,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2021","2021",63270,,
"LTU","Lithuania","W","Women","0_4","0 to 4","2022","2022",61886,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1980","1980",131872,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1981","1981",133102,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1982","1982",134387,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1983","1983",136550,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1984","1984",139485,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1985","1985",142300,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1986","1986",145516,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1987","1987",149183,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1988","1988",150818,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1989","1989",149716,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1990","1990",147950,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1991","1991",145444,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1992","1992",142017,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1993","1993",137539,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1994","1994",131273,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1995","1995",123867,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1996","1996",115930,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1997","1997",108001,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1998","1998",101762,,
"LTU","Lithuania","M","Men","0_4","0 to 4","1999","1999",98024,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2000","2000",94909,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2001","2001",91031,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2002","2002",86865,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2003","2003",82931,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2004","2004",79219,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2005","2005",75829,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2006","2006",73799,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2007","2007",73330,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2008","2008",73839,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2009","2009",74867,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2010","2010",75492,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2011","2011",76032,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2012","2012",76990,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2013","2013",77450,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2014","2014",77249,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2015","2015",77411,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2016","2016",77507,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2017","2017",76849,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2018","2018",76159,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2019","2019",75378,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2020","2020",73517,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2021","2021",67079,,
"LTU","Lithuania","M","Men","0_4","0 to 4","2022","2022",65244,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1980","1980",259094,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1981","1981",260720,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1982","1982",262926,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1983","1983",267215,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1984","1984",272792,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1985","1985",278377,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1986","1986",285221,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1987","1987",292161,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1988","1988",295300,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1989","1989",293557,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1990","1990",289738,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1991","1991",284609,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1992","1992",277889,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1993","1993",268790,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1994","1994",256420,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1995","1995",241963,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1996","1996",226459,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1997","1997",210876,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1998","1998",198370,,
"LTU","Lithuania","T","Total","0_4","0 to 4","1999","1999",190798,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2000","2000",184411,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2001","2001",176680,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2002","2002",168579,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2003","2003",161086,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2004","2004",154106,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2005","2005",147800,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2006","2006",144142,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2007","2007",143427,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2008","2008",144475,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2009","2009",146419,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2010","2010",147545,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2011","2011",148310,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2012","2012",150003,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2013","2013",151062,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2014","2014",150790,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2015","2015",150984,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2016","2016",151081,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2017","2017",149735,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2018","2018",148250,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2019","2019",146645,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2020","2020",142871,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2021","2021",130349,,
"LTU","Lithuania","T","Total","0_4","0 to 4","2022","2022",127130,,
"MLT","Malta","W","Women","0_4","0 to 4","1980","1980",13887,,
"MLT","Malta","W","Women","0_4","0 to 4","1981","1981",13761,,
"MLT","Malta","W","Women","0_4","0 to 4","1982","1982",13720,,
"MLT","Malta","W","Women","0_4","0 to 4","1983","1983",13789,,
"MLT","Malta","W","Women","0_4","0 to 4","1984","1984",13384,,
"MLT","Malta","W","Women","0_4","0 to 4","1985","1985",13499,,
"MLT","Malta","W","Women","0_4","0 to 4","1986","1986",13517,,
"MLT","Malta","W","Women","0_4","0 to 4","1987","1987",13196,,
"MLT","Malta","W","Women","0_4","0 to 4","1988","1988",12974,,
"MLT","Malta","W","Women","0_4","0 to 4","1989","1989",12997,,
"MLT","Malta","W","Women","0_4","0 to 4","1990","1990",13048,,
"MLT","Malta","W","Women","0_4","0 to 4","1991","1991",13110,,
"MLT","Malta","W","Women","0_4","0 to 4","1992","1992",13233,,
"MLT","Malta","W","Women","0_4","0 to 4","1993","1993",13148,,
"MLT","Malta","W","Women","0_4","0 to 4","1994","1994",12810,,
"MLT","Malta","W","Women","0_4","0 to 4","1995","1995",12410,,
"MLT","Malta","W","Women","0_4","0 to 4","1996","1996",12144,,
"MLT","Malta","W","Women","0_4","0 to 4","1997","1997",11884,,
"MLT","Malta","W","Women","0_4","0 to 4","1998","1998",11576,,
"MLT","Malta","W","Women","0_4","0 to 4","1999","1999",11348,,
"MLT","Malta","W","Women","0_4","0 to 4","2000","2000",11237,,
"MLT","Malta","W","Women","0_4","0 to 4","2001","2001",10980,,
"MLT","Malta","W","Women","0_4","0 to 4","2002","2002",10507,,
"MLT","Malta","W","Women","0_4","0 to 4","2003","2003",10190,,
"MLT","Malta","W","Women","0_4","0 to 4","2004","2004",9975,,
"MLT","Malta","W","Women","0_4","0 to 4","2005","2005",9659,,
"MLT","Malta","W","Women","0_4","0 to 4","2006","2006",9400,,
"MLT","Malta","W","Women","0_4","0 to 4","2007","2007",9306,,
"MLT","Malta","W","Women","0_4","0 to 4","2008","2008",9273,,
"MLT","Malta","W","Women","0_4","0 to 4","2009","2009",9320,,
"MLT","Malta","W","Women","0_4","0 to 4","2010","2010",9404,,
"MLT","Malta","W","Women","0_4","0 to 4","2011","2011",9578,,
"MLT","Malta","W","Women","0_4","0 to 4","2012","2012",9885,,
"MLT","Malta","W","Women","0_4","0 to 4","2013","2013",10136,,
"MLT","Malta","W","Women","0_4","0 to 4","2014","2014",10316,,
"MLT","Malta","W","Women","0_4","0 to 4","2015","2015",10560,,
"MLT","Malta","W","Women","0_4","0 to 4","2016","2016",10785,,
"MLT","Malta","W","Women","0_4","0 to 4","2017","2017",10938,,
"MLT","Malta","W","Women","0_4","0 to 4","2018","2018",11178,,
"MLT","Malta","W","Women","0_4","0 to 4","2019","2019",11444,,
"MLT","Malta","W","Women","0_4","0 to 4","2020","2020",11438,,
"MLT","Malta","W","Women","0_4","0 to 4","2021","2021",11274,,
"MLT","Malta","W","Women","0_4","0 to 4","2022","2022",11186,,
"MLT","Malta","M","Men","0_4","0 to 4","1980","1980",14736,,
"MLT","Malta","M","Men","0_4","0 to 4","1981","1981",14588,,
"MLT","Malta","M","Men","0_4","0 to 4","1982","1982",14519,,
"MLT","Malta","M","Men","0_4","0 to 4","1983","1983",14553,,
"MLT","Malta","M","Men","0_4","0 to 4","1984","1984",14270,,
"MLT","Malta","M","Men","0_4","0 to 4","1985","1985",14195,,
"MLT","Malta","M","Men","0_4","0 to 4","1986","1986",14135,,
"MLT","Malta","M","Men","0_4","0 to 4","1987","1987",13962,,
"MLT","Malta","M","Men","0_4","0 to 4","1988","1988",13796,,
"MLT","Malta","M","Men","0_4","0 to 4","1989","1989",13758,,
"MLT","Malta","M","Men","0_4","0 to 4","1990","1990",13785,,
"MLT","Malta","M","Men","0_4","0 to 4","1991","1991",13779,,
"MLT","Malta","M","Men","0_4","0 to 4","1992","1992",13779,,
"MLT","Malta","M","Men","0_4","0 to 4","1993","1993",13735,,
"MLT","Malta","M","Men","0_4","0 to 4","1994","1994",13495,,
"MLT","Malta","M","Men","0_4","0 to 4","1995","1995",12538,,
"MLT","Malta","M","Men","0_4","0 to 4","1996","1996",12314,,
"MLT","Malta","M","Men","0_4","0 to 4","1997","1997",12769,,
"MLT","Malta","M","Men","0_4","0 to 4","1998","1998",12483,,
"MLT","Malta","M","Men","0_4","0 to 4","1999","1999",12169,,
"MLT","Malta","M","Men","0_4","0 to 4","2000","2000",11902,,
"MLT","Malta","M","Men","0_4","0 to 4","2001","2001",11519,,
"MLT","Malta","M","Men","0_4","0 to 4","2002","2002",11006,,
"MLT","Malta","M","Men","0_4","0 to 4","2003","2003",10610,,
"MLT","Malta","M","Men","0_4","0 to 4","2004","2004",10374,,
"MLT","Malta","M","Men","0_4","0 to 4","2005","2005",10106,,
"MLT","Malta","M","Men","0_4","0 to 4","2006","2006",9914,,
"MLT","Malta","M","Men","0_4","0 to 4","2007","2007",9889,,
"MLT","Malta","M","Men","0_4","0 to 4","2008","2008",9958,,
"MLT","Malta","M","Men","0_4","0 to 4","2009","2009",10105,,
"MLT","Malta","M","Men","0_4","0 to 4","2010","2010",10206,,
"MLT","Malta","M","Men","0_4","0 to 4","2011","2011",10313,,
"MLT","Malta","M","Men","0_4","0 to 4","2012","2012",10514,,
"MLT","Malta","M","Men","0_4","0 to 4","2013","2013",10720,,
"MLT","Malta","M","Men","0_4","0 to 4","2014","2014",10979,,
"MLT","Malta","M","Men","0_4","0 to 4","2015","2015",11326,,
"MLT","Malta","M","Men","0_4","0 to 4","2016","2016",11674,,
"MLT","Malta","M","Men","0_4","0 to 4","2017","2017",11897,,
"MLT","Malta","M","Men","0_4","0 to 4","2018","2018",12062,,
"MLT","Malta","M","Men","0_4","0 to 4","2019","2019",12274,,
"MLT","Malta","M","Men","0_4","0 to 4","2020","2020",12277,,
"MLT","Malta","M","Men","0_4","0 to 4","2021","2021",12077,,
"MLT","Malta","M","Men","0_4","0 to 4","2022","2022",11934,,
"MLT","Malta","T","Total","0_4","0 to 4","1980","1980",28623,,
"MLT","Malta","T","Total","0_4","0 to 4","1981","1981",28349,,
"MLT","Malta","T","Total","0_4","0 to 4","1982","1982",28239,,
"MLT","Malta","T","Total","0_4","0 to 4","1983","1983",28342,,
"MLT","Malta","T","Total","0_4","0 to 4","1984","1984",27654,,
"MLT","Malta","T","Total","0_4","0 to 4","1985","1985",27694,,
"MLT","Malta","T","Total","0_4","0 to 4","1986","1986",27652,,
"MLT","Malta","T","Total","0_4","0 to 4","1987","1987",27157,,
"MLT","Malta","T","Total","0_4","0 to 4","1988","1988",26769,,
"MLT","Malta","T","Total","0_4","0 to 4","1989","1989",26755,,
"MLT","Malta","T","Total","0_4","0 to 4","1990","1990",26833,,
"MLT","Malta","T","Total","0_4","0 to 4","1991","1991",26888,,
"MLT","Malta","T","Total","0_4","0 to 4","1992","1992",27011,,
"MLT","Malta","T","Total","0_4","0 to 4","1993","1993",26883,,
"MLT","Malta","T","Total","0_4","0 to 4","1994","1994",26304,,
"MLT","Malta","T","Total","0_4","0 to 4","1995","1995",24947,,
"MLT","Malta","T","Total","0_4","0 to 4","1996","1996",24458,,
"MLT","Malta","T","Total","0_4","0 to 4","1997","1997",24653,,
"MLT","Malta","T","Total","0_4","0 to 4","1998","1998",24059,,
"MLT","Malta","T","Total","0_4","0 to 4","1999","1999",23516,,
"MLT","Malta","T","Total","0_4","0 to 4","2000","2000",23139,,
"MLT","Malta","T","Total","0_4","0 to 4","2001","2001",22499,,
"MLT","Malta","T","Total","0_4","0 to 4","2002","2002",21513,,
"MLT","Malta","T","Total","0_4","0 to 4","2003","2003",20800,,
"MLT","Malta","T","Total","0_4","0 to 4","2004","2004",20349,,
"MLT","Malta","T","Total","0_4","0 to 4","2005","2005",19765,,
"MLT","Malta","T","Total","0_4","0 to 4","2006","2006",19314,,
"MLT","Malta","T","Total","0_4","0 to 4","2007","2007",19195,,
"MLT","Malta","T","Total","0_4","0 to 4","2008","2008",19231,,
"MLT","Malta","T","Total","0_4","0 to 4","2009","2009",19425,,
"MLT","Malta","T","Total","0_4","0 to 4","2010","2010",19610,,
"MLT","Malta","T","Total","0_4","0 to 4","2011","2011",19891,,
"MLT","Malta","T","Total","0_4","0 to 4","2012","2012",20399,,
"MLT","Malta","T","Total","0_4","0 to 4","2013","2013",20856,,
"MLT","Malta","T","Total","0_4","0 to 4","2014","2014",21295,,
"MLT","Malta","T","Total","0_4","0 to 4","2015","2015",21886,,
"MLT","Malta","T","Total","0_4","0 to 4","2016","2016",22459,,
"MLT","Malta","T","Total","0_4","0 to 4","2017","2017",22835,,
"MLT","Malta","T","Total","0_4","0 to 4","2018","2018",23240,,
"MLT","Malta","T","Total","0_4","0 to 4","2019","2019",23718,,
"MLT","Malta","T","Total","0_4","0 to 4","2020","2020",23715,,
"MLT","Malta","T","Total","0_4","0 to 4","2021","2021",23351,,
"MLT","Malta","T","Total","0_4","0 to 4","2022","2022",23120,,
"ROU","Romania","W","Women","0_4","0 to 4","1980","1980",977022,,
"ROU","Romania","W","Women","0_4","0 to 4","1981","1981",966935,,
"ROU","Romania","W","Women","0_4","0 to 4","1982","1982",940330,,
"ROU","Romania","W","Women","0_4","0 to 4","1983","1983",899114,,
"ROU","Romania","W","Women","0_4","0 to 4","1984","1984",863364,,
"ROU","Romania","W","Women","0_4","0 to 4","1985","1985",841058,,
"ROU","Romania","W","Women","0_4","0 to 4","1986","1986",831830,,
"ROU","Romania","W","Women","0_4","0 to 4","1987","1987",840696,,
"ROU","Romania","W","Women","0_4","0 to 4","1988","1988",863803,,
"ROU","Romania","W","Women","0_4","0 to 4","1989","1989",882401,,
"ROU","Romania","W","Women","0_4","0 to 4","1990","1990",875079,,
"ROU","Romania","W","Women","0_4","0 to 4","1991","1991",826527,,
"ROU","Romania","W","Women","0_4","0 to 4","1992","1992",763379,,
"ROU","Romania","W","Women","0_4","0 to 4","1993","1993",709718,,
"ROU","Romania","W","Women","0_4","0 to 4","1994","1994",653456,,
"ROU","Romania","W","Women","0_4","0 to 4","1995","1995",610575,,
"ROU","Romania","W","Women","0_4","0 to 4","1996","1996",588249,,
"ROU","Romania","W","Women","0_4","0 to 4","1997","1997",574033,,
"ROU","Romania","W","Women","0_4","0 to 4","1998","1998",565055,,
"ROU","Romania","W","Women","0_4","0 to 4","1999","1999",559480,,
"ROU","Romania","W","Women","0_4","0 to 4","2000","2000",556616,,
"ROU","Romania","W","Women","0_4","0 to 4","2001","2001",546836,,
"ROU","Romania","W","Women","0_4","0 to 4","2002","2002",535488,,
"ROU","Romania","W","Women","0_4","0 to 4","2003","2003",533694,,
"ROU","Romania","W","Women","0_4","0 to 4","2004","2004",531644,,
"ROU","Romania","W","Women","0_4","0 to 4","2005","2005",529393,,
"ROU","Romania","W","Women","0_4","0 to 4","2006","2006",527859,,
"ROU","Romania","W","Women","0_4","0 to 4","2007","2007",521766,,
"ROU","Romania","W","Women","0_4","0 to 4","2008","2008",514006,,
"ROU","Romania","W","Women","0_4","0 to 4","2009","2009",511609,,
"ROU","Romania","W","Women","0_4","0 to 4","2010","2010",510720,,
"ROU","Romania","W","Women","0_4","0 to 4","2011","2011",506869,,
"ROU","Romania","W","Women","0_4","0 to 4","2012","2012",495036,,
"ROU","Romania","W","Women","0_4","0 to 4","2013","2013",478899,,
"ROU","Romania","W","Women","0_4","0 to 4","2014","2014",468798,,
"ROU","Romania","W","Women","0_4","0 to 4","2015","2015",464408,,
"ROU","Romania","W","Women","0_4","0 to 4","2016","2016",467291,,
"ROU","Romania","W","Women","0_4","0 to 4","2017","2017",478660,,
"ROU","Romania","W","Women","0_4","0 to 4","2018","2018",491413,,
"ROU","Romania","W","Women","0_4","0 to 4","2019","2019",487925,,
"ROU","Romania","W","Women","0_4","0 to 4","2020","2020",490824,,
"ROU","Romania","W","Women","0_4","0 to 4","2021","2021",488482,,
"ROU","Romania","W","Women","0_4","0 to 4","2022","2022",459344,,
"ROU","Romania","M","Men","0_4","0 to 4","1980","1980",1025189,,
"ROU","Romania","M","Men","0_4","0 to 4","1981","1981",1012791,,
"ROU","Romania","M","Men","0_4","0 to 4","1982","1982",984068,,
"ROU","Romania","M","Men","0_4","0 to 4","1983","1983",941967,,
"ROU","Romania","M","Men","0_4","0 to 4","1984","1984",904928,,
"ROU","Romania","M","Men","0_4","0 to 4","1985","1985",881077,,
"ROU","Romania","M","Men","0_4","0 to 4","1986","1986",871077,,
"ROU","Romania","M","Men","0_4","0 to 4","1987","1987",879616,,
"ROU","Romania","M","Men","0_4","0 to 4","1988","1988",902502,,
"ROU","Romania","M","Men","0_4","0 to 4","1989","1989",920419,,
"ROU","Romania","M","Men","0_4","0 to 4","1990","1990",912036,,
"ROU","Romania","M","Men","0_4","0 to 4","1991","1991",861580,,
"ROU","Romania","M","Men","0_4","0 to 4","1992","1992",796702,,
"ROU","Romania","M","Men","0_4","0 to 4","1993","1993",741934,,
"ROU","Romania","M","Men","0_4","0 to 4","1994","1994",685172,,
"ROU","Romania","M","Men","0_4","0 to 4","1995","1995",642394,,
"ROU","Romania","M","Men","0_4","0 to 4","1996","1996",619936,,
"ROU","Romania","M","Men","0_4","0 to 4","1997","1997",605756,,
"ROU","Romania","M","Men","0_4","0 to 4","1998","1998",596724,,
"ROU","Romania","M","Men","0_4","0 to 4","1999","1999",590422,,
"ROU","Romania","M","Men","0_4","0 to 4","2000","2000",587401,,
"ROU","Romania","M","Men","0_4","0 to 4","2001","2001",576994,,
"ROU","Romania","M","Men","0_4","0 to 4","2002","2002",564991,,
"ROU","Romania","M","Men","0_4","0 to 4","2003","2003",563215,,
"ROU","Romania","M","Men","0_4","0 to 4","2004","2004",561244,,
"ROU","Romania","M","Men","0_4","0 to 4","2005","2005",559128,,
"ROU","Romania","M","Men","0_4","0 to 4","2006","2006",557675,,
"ROU","Romania","M","Men","0_4","0 to 4","2007","2007",551414,,
"ROU","Romania","M","Men","0_4","0 to 4","2008","2008",543677,,
"ROU","Romania","M","Men","0_4","0 to 4","2009","2009",541234,,
"ROU","Romania","M","Men","0_4","0 to 4","2010","2010",540074,,
"ROU","Romania","M","Men","0_4","0 to 4","2011","2011",536087,,
"ROU","Romania","M","Men","0_4","0 to 4","2012","2012",523552,,
"ROU","Romania","M","Men","0_4","0 to 4","2013","2013",506450,,
"ROU","Romania","M","Men","0_4","0 to 4","2014","2014",495418,,
"ROU","Romania","M","Men","0_4","0 to 4","2015","2015",491277,,
"ROU","Romania","M","Men","0_4","0 to 4","2016","2016",494664,,
"ROU","Romania","M","Men","0_4","0 to 4","2017","2017",505809,,
"ROU","Romania","M","Men","0_4","0 to 4","2018","2018",517367,,
"ROU","Romania","M","Men","0_4","0 to 4","2019","2019",513488,,
"ROU","Romania","M","Men","0_4","0 to 4","2020","2020",518263,,
"ROU","Romania","M","Men","0_4","0 to 4","2021","2021",516154,,
"ROU","Romania","M","Men","0_4","0 to 4","2022","2022",484521,,
"ROU","Romania","T","Total","0_4","0 to 4","1980","1980",2002211,,
"ROU","Romania","T","Total","0_4","0 to 4","1981","1981",1979726,,
"ROU","Romania","T","Total","0_4","0 to 4","1982","1982",1924398,,
"ROU","Romania","T","Total","0_4","0 to 4","1983","1983",1841081,,
"ROU","Romania","T","Total","0_4","0 to 4","1984","1984",1768292,,
"ROU","Romania","T","Total","0_4","0 to 4","1985","1985",1722135,,
"ROU","Romania","T","Total","0_4","0 to 4","1986","1986",1702907,,
"ROU","Romania","T","Total","0_4","0 to 4","1987","1987",1720312,,
"ROU","Romania","T","Total","0_4","0 to 4","1988","1988",1766305,,
"ROU","Romania","T","Total","0_4","0 to 4","1989","1989",1802820,,
"ROU","Romania","T","Total","0_4","0 to 4","1990","1990",1787115,,
"ROU","Romania","T","Total","0_4","0 to 4","1991","1991",1688107,,
"ROU","Romania","T","Total","0_4","0 to 4","1992","1992",1560081,,
"ROU","Romania","T","Total","0_4","0 to 4","1993","1993",1451652,,
"ROU","Romania","T","Total","0_4","0 to 4","1994","1994",1338628,,
"ROU","Romania","T","Total","0_4","0 to 4","1995","1995",1252969,,
"ROU","Romania","T","Total","0_4","0 to 4","1996","1996",1208185,,
"ROU","Romania","T","Total","0_4","0 to 4","1997","1997",1179789,,
"ROU","Romania","T","Total","0_4","0 to 4","1998","1998",1161779,,
"ROU","Romania","T","Total","0_4","0 to 4","1999","1999",1149902,,
"ROU","Romania","T","Total","0_4","0 to 4","2000","2000",1144017,,
"ROU","Romania","T","Total","0_4","0 to 4","2001","2001",1123830,,
"ROU","Romania","T","Total","0_4","0 to 4","2002","2002",1100479,,
"ROU","Romania","T","Total","0_4","0 to 4","2003","2003",1096909,,
"ROU","Romania","T","Total","0_4","0 to 4","2004","2004",1092888,,
"ROU","Romania","T","Total","0_4","0 to 4","2005","2005",1088521,,
"ROU","Romania","T","Total","0_4","0 to 4","2006","2006",1085534,,
"ROU","Romania","T","Total","0_4","0 to 4","2007","2007",1073180,,
"ROU","Romania","T","Total","0_4","0 to 4","2008","2008",1057683,,
"ROU","Romania","T","Total","0_4","0 to 4","2009","2009",1052843,,
"ROU","Romania","T","Total","0_4","0 to 4","2010","2010",1050794,,
"ROU","Romania","T","Total","0_4","0 to 4","2011","2011",1042956,,
"ROU","Romania","T","Total","0_4","0 to 4","2012","2012",1018588,,
"ROU","Romania","T","Total","0_4","0 to 4","2013","2013",985349,,
"ROU","Romania","T","Total","0_4","0 to 4","2014","2014",964216,,
"ROU","Romania","T","Total","0_4","0 to 4","2015","2015",955685,,
"ROU","Romania","T","Total","0_4","0 to 4","2016","2016",961955,,
"ROU","Romania","T","Total","0_4","0 to 4","2017","2017",984469,,
"ROU","Romania","T","Total","0_4","0 to 4","2018","2018",1008780,,
"ROU","Romania","T","Total","0_4","0 to 4","2019","2019",1001413,,
