country,year,brevets,NX,salary,gdp,pop,cho,ppa,public_spending,IDE
FIN,1999,7.865187954187467,-0.08068017185045107,0.023385549158745134,-0.19525787185272903,8.5497571822895,-0.11517215285660232,0.0005091535946128989,0.02198424250626063,-0.382564418349714
FIN,2000,7.9599745280805365,0.15784012076584508,0.017181980724783052,0.31086119786586663,8.551826475310587,-0.04772085863337039,-0.008103382822393757,0.029147275112725524,0.8585450195412276
FIN,2001,7.840312983320164,-0.08445334610528132,0.005251875669882056,-0.5411222720583808,8.554103545436334,-0.07579703637180057,0.018947531660608474,0.029565844925177,-0.7676474135777608
FIN,2002,7.767263996757308,0.03939724244983678,0.005373707218253587,-0.3609247099917875,8.556529282528611,0.012826741813234843,-0.004497679420338185,0.06217239322130541,1.315811739344546
FIN,2003,7.692569648067906,-0.03867169233950918,0.019004390523257086,0.19230030399394238,8.558910784768106,0.004413316703444137,0.0038207689229907693,0.04404136229502442,-0.39719870334871665
FIN,2004,7.685243607975833,-0.05255980558366313,0.032658243656724206,0.9909435097044181,8.561822329559442,-0.010602731875059557,-0.028707492645296595,0.07883059614584531,-0.012505971972531449
FIN,2005,7.615791072035833,-0.32683896348627484,0.02138595501088436,-0.3066052094964805,8.565240222387724,-0.1905773315311836,0.006413326029943933,0.02591160351623878,0.5456418333472517
FIN,2006,7.601901959875166,0.19377940084733547,0.020701359698458655,0.44729046573210707,8.569083307670182,-0.07931774809160308,-0.02711231853526863,0.06667006942539255,-0.5971627231372867
FIN,2007,7.592870287844818,0.047219217453099205,0.013359885541935679,0.32173280118036107,8.573327747959807,-0.11206114781707477,-0.01916945430809014,0.05631835267072849,3.012118525453171
FIN,2008,7.533158807455563,-0.46172920630834924,0.008566576994257113,-0.8523507460989663,8.577987210648825,-0.07076159906623869,-0.02405193430905872,0.08215407151563858,-0.20771440727615997
FIN,2009,7.538494999413465,-0.5768327878567963,0.008607317165449713,-11.295397098419276,8.582774918225507,0.2953367875647668,-0.017099065099125843,0.0927552801043019,-1.5125847163354962
FIN,2010,7.470224135899966,-0.6747053551305369,0.013841739032578682,-1.3923075286547237,8.587353381321861,0.01745454545454539,0.004577151959926695,0.0435744591194871,-2.4073002731246547
FIN,2011,7.428927194802272,-9.077226492459877,0.0002959948200906837,-0.2455247329101896,8.591985215267526,-0.07302835358589477,-0.002847175765019694,0.03722473950585825,-1.4449135707488938
FIN,2012,7.213031659834869,-0.3194275215741661,0.000795250688909066,-1.6370664511139055,8.596743470174246,-0.011823673049736527,0.011611542161410027,0.04542261010751192,-1.8757726555739629
FIN,2013,7.216709486709457,-0.0867713133952912,-0.009997412869128142,-0.3566357301396609,8.60135049942296,0.06554818571985943,-0.0034543595087561663,0.054871581806875014,-1.9501261638119067
FIN,2014,7.0707241072602764,-0.2088961668796785,-0.0003359901442890889,-0.512046239891133,8.605661839403846,0.05736604418405955,0.002046109512951144,0.03135108335693171,-4.515722836856717
FIN,2015,6.942156705699469,-0.740851147562267,0.007842405004201192,-1.9758093137859198,8.608951616655778,0.08230405171418664,0.0005929191649820531,0.029669690103181434,0.169045219242546
FIN,2016,7.017506142941256,3.624940215030195,0.008781843446039828,4.513215083913916,8.611648460433907,-0.05951365187713309,-0.02958187587418848,0.05448750687946324,-0.7145381030746825
FIN,2017,7.154615356913663,-0.13827204875550447,-0.005748498595015472,0.2843913816295096,8.613993170009948,-0.02018598321614873,-0.019568722661488236,0.028506251623000578,2.152019140219489
FIN,2018,7.176254532017144,0.0852444720291945,0.007370326584897224,-0.638860414760237,8.615444496413966,-0.14803240740740753,-0.011475124157895755,0.03433545249681069,-1.571604824738136
IRL,1996,6.154858094016418,0.16620550193705963,0.034653018214662046,-0.23403578731313257,8.195912969533522,-0.02322472848788637,0.007657087945885266,0.02263599678660677,0.6548245830071318
IRL,1997,6.309918278226516,0.17984109985882113,0.06809055461793623,0.49354006980493104,8.20639260017148,-0.1282928498118372,0.033398568751156654,0.03290516011671096,-0.29100373263077395
IRL,1998,6.364750756851911,0.28766344202037186,0.051980602626273686,-0.2046529459212857,8.219913206004806,-0.24460361067503933,0.034455011435987615,0.03624996981418338,3.012612967921183
IRL,1999,6.248042874508429,0.15802838384225715,0.02273786709483616,0.2012016412918045,8.23078364229643,-0.24613586180023372,0.05851814222715346,0.014359307572941127,0.8742037893507704
IRL,2000,6.214608098422191,0.07571197661042484,0.023067963131773617,-0.1069679774849589,8.24387519325528,-0.25603032391454184,0.03276859237487484,0.0727059449948444,0.39706694876240767
IRL,2001,6.331501849893691,0.22658702923813934,0.042051332821820164,-0.4357624814490235,8.259405140094776,-0.14682723483094018,0.02703415933460418,0.14525723543558766,-0.6569239000167959
IRL,2002,6.186208623900494,0.10752204451937986,0.012232197995344585,0.11186678177963394,8.27686533201446,0.14440825190010864,0.0130527269971219,0.15137425453822217,1.5836248053192468
IRL,2003,6.008813185442595,0.08593626520014563,0.030997019968557193,-0.48912508468827853,8.293297857584353,0.062144212523719045,0.022284423626245164,0.06907442679535847,-0.39330665858611324
IRL,2004,5.91350300563827,0.10573899441950974,0.035937002139378116,1.2523234736117712,8.310745977282405,0.002903081732916535,-0.012706983889800516,0.09050851341325283,-1.3944771460008543
IRL,2005,6.0844994130751715,-0.04365356618590088,0.04163279653755736,-0.15443945167788276,8.333272516714507,-0.03295479848586058,0.020767468994289384,0.05018044630446061,-5.064825076376284
IRL,2006,6.208590026096629,-0.13286231528359616,0.007951573441322912,-0.13100283712577088,8.35932765337288,0.01657840202624916,-0.03308162949119908,0.09453563639059359,-0.5714987687851463
IRL,2007,6.133398042996649,0.058520769702731235,0.029462847098704614,0.06460940693433326,8.389401637213815,0.12797281993205,-0.021122748650227674,0.116550539664388,1.3345858100409465
IRL,2008,6.100318952020064,0.101552342287613,0.044453930117690055,-1.84443898763407,8.41095050898592,0.3602409638554216,-0.013709674875967415,0.12395910781143882,-0.6190218382131181
IRL,2009,6.030685260261263,0.2772466847847037,0.097053557527635,0.13641889993907763,8.420496811280021,0.8613817537643933,-0.04567363570560812,0.12301650830016642,1.7000566080856117
IRL,2010,5.926926025970411,0.023133430378913467,0.0033882670167284523,-1.3302677203116928,8.42502724333054,0.15266872868585946,-0.057317611411383806,0.05519246799568944,-0.2548307591301531
IRL,2011,5.583496308781699,0.0022371249165271667,-0.014903999151373748,-0.0203200562564948,8.429136104225865,0.05641943030136232,-0.02134595530614858,0.007314980123535042,-0.41747673649767214
IRL,2012,5.631211781821365,-0.11055967005515022,-0.007717295716003547,-1.2419739630102677,8.433254688309976,0.006317571968216917,-0.010150767897718183,0.01817011718673789,1.6041395248180348
IRL,2013,5.356586274672012,-0.10383820149983936,-0.022554215124165777,-6.494720511383074,8.438159074943554,-0.11106077276551685,-0.014390370945457809,-0.023598524428461,0.15246241771117708
IRL,2014,5.342334251964811,-0.10020429320367386,-0.006735502016949835,3.2587977842407954,8.445151390951237,-0.13665817255187473,0.009631309128858234,-0.015126323500645356,0.26101007171832213
IRL,2015,5.634789603169249,0.18956351742739574,0.0011550355825478142,1.636619566752354,8.45441802132764,-0.16444594366672294,-0.011421810667356702,0.0217965924231458,1.1622020148600498
IRL,2016,5.159055299214529,0.06942985742392804,0.01116486788239679,-0.9503306812111099,8.466418499373347,-0.15482438433589008,-0.019016871340662544,0.03115600083307979,-0.5748750744327308
IRL,2017,5.159055299214529,-0.10985967004860209,0.012127346337872602,7.219623061408077,8.480753870602578,-0.1983520420348699,0.00014628937944594078,0.021254563054462494,-0.49848706982856483
IRL,2018,5.60947179518496,0.28917408891660257,0.013891161657484608,-0.24929144206376952,8.495030810089247,-0.1447936838969165,-0.0027572979853601742,0.03602947720115668,0.0076584978196680975
CHE,1996,7.651595573857601,0.706419764416174,-0.012220247550445928,-0.01993569481880353,8.872360215855602,0.19069166127989678,-0.018451559697792996,0.04041348620602925,0.217558757557325
CHE,1997,7.577633832602728,-0.20990613734590813,0.017960067509473543,3.798262415397801,8.875283235468345,0.12024972855591742,-0.02287367320874112,0.0705462364201006,0.9839176374194996
CHE,1998,7.434847875211999,0.09905690812494106,0.0029718146838928483,0.3399086150622008,8.878605510074419,-0.13544947904046511,-0.00890970038565786,0.03266857828629166,0.31332870551887027
CHE,1999,7.3864708488298945,-0.5578643374770251,0.01821470900131006,-0.45124818552154045,8.883885072900753,-0.1443385650224216,-0.013550966437498202,0.013317142726743558,0.30571170362171896
CHE,2000,7.372118028337787,-2.786104967768548,0.014795074434846622,1.3808968487157527,8.889115834266027,-0.1293809367834916,-0.007863462818179179,-0.00011347741195077976,0.6933236433925802
CHE,2001,7.338238150065589,-1.8063449634789626,0.05558574058981547,-0.6019768904700209,8.894051606140668,-0.06320541760722331,-0.011203192863059375,0.0521616585338458,-0.5877972470993593
CHE,2002,7.302496423727326,3.9028649352912455,0.020145551250339677,-1.0464675821617393,8.901172775735953,0.17429718875501998,-0.03328057269964502,0.09543085060345424,-0.2164391499885523
CHE,2003,7.2909747781429814,0.05665451756178652,-0.005017519271198312,-0.5575020770802903,8.908431273633964,0.4080027359781122,0.00315450414279006,0.04025901253374875,1.0400267185949459
CHE,2004,7.233455418621439,0.467527710564404,-0.007226166328600403,-84.3900490323541,8.915095628615896,0.04833616711197464,-0.013640525717483643,0.031618638324407033,-0.6771658533533969
CHE,2005,7.242082359256962,-0.15687087912893327,0.01567842903559935,0.017762802792563814,8.921009119574412,0.028035217794253997,-0.003079807808203827,0.025047903457152243,-0.6376739265558564
CHE,2006,7.274479558773871,0.521561987364926,0.0028777380420206278,0.4814815462451145,8.927231522248775,-0.09961685823754796,-0.0519939442003613,0.06149916854357018,18.106969647124
CHE,2007,7.221105098182496,0.208107399789486,0.011826159632260858,-0.03860264438040284,8.936145478975192,-0.08861076345431795,-0.04195079044303407,0.05893589726128412,-0.1849764725482561
CHE,2008,7.355641102974253,0.5430279768261288,0.0053827833532951175,-0.28301471763750585,8.947949224927358,-0.07992309804998621,-0.02528772300863258,0.03391535289240144,-0.9468569318951083
CHE,2009,7.444833273892193,0.043911882018996984,0.019937012186772574,-1.8181580942033928,8.959206964395754,0.2265671641791045,-0.015367236583669786,0.09345172768417043,15.309673057286076
CHE,2010,7.53689712956617,-0.0023113081149866987,-0.005303009961603489,-2.411784238038276,8.966717927249402,0.17011438306157212,-0.0025773800486351695,0.00782597866185708,-0.6568599096404488
CHE,2011,7.498869733976931,0.4182999227422437,0.0065055134901674805,-0.44098482020751617,8.975799239296819,-0.08298668885191351,-0.046932248089034845,0.05580617505908081,-0.017030253278536245
CHE,2012,7.323830566202317,-0.04105852391962117,0.014294717927400002,-0.3495955349721328,8.98680436866276,0.01859832161487862,-0.031074656011440327,0.04833602123967329,1.0062266981291383
CHE,2013,7.4127640174265625,0.0002509778498278603,0.01302238263329758,0.5197273408381751,8.998303104431187,0.057002894678245486,-0.030718488195733085,0.0579080922991595,-1.6065345201791144
CHE,2014,7.493873886783559,0.2822100173241384,0.0018401545207766823,0.3112122222753051,9.010504144915076,0.016642089740888988,-0.02340267407428498,0.024206351648216273,-1.8190558116145124
CHE,2015,7.424165281042028,0.1641772504047978,0.005458216635185309,-0.3001231061912768,9.021887577499985,-0.005180273518441636,-0.03586720589892889,0.06303969382865882,4.918122728717275
CHE,2016,7.313220387090301,-0.012299201350219446,-0.004586442786069678,0.25784685377187344,9.032807889238711,0.024369922932722332,-0.027370073714016674,0.0416425406092531,0.41732114771863316
CHE,2017,7.2078598714324755,-0.05710205985890604,-0.005492646101783127,-0.34122567446196683,9.042139448126097,-0.02460349735664913,-0.011845819410391312,0.02703759030518249,-0.15030207178419153
CHE,2018,7.20414929203594,-0.0923256370548452,-0.0017406554287509035,1.0989481160654395,9.049505729153287,-0.01751094434021261,-0.007459914714592286,0.007618613909927019,-2.0728798146739686
SWE,1996,8.483636407887394,0.19612932510227998,0.05934350705441971,-0.5836062562627637,9.087296648132604,0.07305833426997865,-0.011339771172674373,0.019900686616359797,-0.6631816514576561
SWE,1997,8.51398806046729,-0.03468054739316584,0.039792340518061575,0.7977668101287776,9.087805438917506,0.08505289619775835,0.008911315074018322,-0.006742595401382223,1.0348120044744422
SWE,1998,8.442038517815478,-0.05212652955201169,0.03296301137106261,0.38528674988056766,9.08837045856697,-0.13688579978762416,0.006907438962113099,0.03263892654776068,1.2495629289700556
SWE,1999,8.498214224818435,-0.010318781785505937,0.02097884401255179,-0.010516867878920255,9.089019836739627,-0.14920031316407567,-0.00958473194455789,0.041505848813187196,1.6638856664213098
SWE,2000,8.52595469708481,-0.1189628392556602,0.0319990085512456,0.10236487346656031,9.090570989839193,-0.2814512948599973,-0.015346349743314391,0.030473548950558538,-0.6217901627665681
SWE,2001,8.40178233990491,-0.02796810820480633,0.011792679412047313,-0.7061686807186031,9.093441320490639,-0.13465056714233437,0.026012610443784112,0.01502662515252573,-0.13427399448577781
SWE,2002,8.279443487712665,0.11030775604116116,0.01329313741780802,0.6738142943895347,9.09680766585835,0.0496828752642704,0.0012987441253606846,0.05910893302346931,-0.08346781992035046
SWE,2003,8.195057690895077,0.18140258369311857,0.008339775575702202,-0.17418099001173992,9.100274358362627,0.11883182275931525,0.007627660263894498,0.055706311829945454,-0.7391423256955559
SWE,2004,8.074337694089515,0.23337832209347953,0.03299026554840512,1.2220385854306124,9.104257373168025,0.20486048604860496,-0.02018039659891324,0.045349174788500424,1.4355864307270392
SWE,2005,7.699842407396986,-0.13498782595351477,0.025009558509322405,-0.331700792246015,9.107947670220954,0.11848199611534449,0.019920653434363,-0.0005327252920781511,0.21073250460194304
SWE,2006,7.709308333385869,0.045235882578035236,0.027997805814591326,0.6740789921917667,9.11418733706927,-0.05610472882714401,-0.03878642481238104,0.07353857475247194,-0.016327451446398245
SWE,2007,7.693025748417888,-0.2320748302843979,0.03359586775095513,-0.3103267282518132,9.121071904218,-0.12807812057741297,-0.02640895843372426,0.039823276189115075,0.8021093086158713
SWE,2008,7.578145472419466,-0.07291523441766623,0.01916365513680951,-1.2862475872287054,9.128924221561816,0.01201103716929075,-0.010360484028811845,0.032175203972516275,-0.14789216998073285
SWE,2009,7.532088143541722,-0.23261446895331983,0.003363524000567386,3.6099743480599438,9.137393264220117,0.33937449879711323,0.016176910914622145,0.024866791391499055,-0.74353454569082
SWE,2010,7.5310163320779155,-0.13142992868102787,0.012278115470829354,-2.351342071457406,9.146015161419625,0.031014249790443982,0.01179023505422827,-0.004151784716326379,-0.9385807820059613
SWE,2011,7.3864708488298945,0.04790291525006407,0.015341033774213475,-0.4498251032574663,9.153643028297637,-0.09361207897793256,-0.020179280668375155,0.033073760976592315,8.64269996665345
SWE,2012,7.458186157340487,-0.21864043182314308,0.021121502672115655,-1.1309979334983693,9.160861220509505,0.02203997949769354,-0.021401230185152054,0.05874137199043461,-0.36373899849022295
SWE,2013,7.48605261786314,-0.11399738758235556,0.011140828538992897,-3.745019446881946,9.169408996474047,0.00952858575727178,-0.0065960941760091485,0.045449488886859735,-0.6722503207857362
SWE,2014,7.4949862339505335,-0.6462754853337458,0.011170313986679448,1.0178698091015481,9.179574932040092,-0.01217088922006948,0.015056408150907252,0.005177548396339882,-5.093701927528547
SWE,2015,7.478734825567875,-0.3111027550541201,0.014904868547339856,0.9209906097826916,9.190055008181487,-0.06562735730450076,0.014581260248142547,0.02187360101931879,-2.8651955726708525
SWE,2016,7.53689712956617,-2.0222826742267617,0.015631663854327016,-0.46719595272759784,9.202618635959745,-0.05947255113024763,-0.00359109280016201,0.04357119516127672,0.5498649565798295
SWE,2017,7.4318919168078,-0.2511215225895391,0.005532023661724894,-0.2232521934004108,9.216093789283695,-0.038912732474964296,0.0033619193744915954,0.004143581466577562,0.49741751883781804
SWE,2018,7.471932078245122,2.433182747122728,0.0049750340444847385,0.042631179908305006,9.227709648918458,-0.05254540041679068,0.0015401067914528888,0.02130031114629083,-1.0286190534616066
